continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred;new_vaccinations_smoothed_per_million;new_people_vaccinated_smoothed;new_people_vaccinated_smoothed_per_hundred;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million
North America;Bahamas;08.09.2021;19035.0;0.0;128.0;453.0;0.0;10.286;47957.492;0.0;322.488;1141.305;0.0;25.914;01.mar;;;;;;;;;;;;;;;;;;;;;;;2008.0;;;;;5059.0;1089.0;0.274;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;09.09.2021;19139.0;104.0;80.429;453.0;0.0;5.857;48219.514;262.021;202.635;1141.305;0.0;14.757;01.mar;;;;;;;;;;;;;;;;;;;;;;;1978.0;;;;;4983.0;869.0;0.219;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;10.09.2021;19275.0;136.0;83.0;453.0;0.0;5.857;48562.157;342.643;209.113;1141.305;0.0;14.757;01.lut;;;;;;;;;;;;;;;;;;173130.0;;65915.0;;;1949.0;43.62;;16.61;;4910.0;649.0;0.164;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;11.09.2021;19335.0;60.0;91.571;453.0;0.0;5.857;48713.323;151.166;230.708;1141.305;0.0;14.757;01.lut;;;;;;;;;;;;;;;;;;;;;;;1847.0;;;;;4653.0;429.0;0.108;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;12.09.2021;19335.0;0.0;91.571;453.0;0.0;5.857;48713.323;0.0;230.708;1141.305;0.0;14.757;01.sty;;;;;;;;;;;;;;;;;;;;;;;1775.0;;;;;4472.0;429.0;0.108;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;13.09.2021;19601.0;266.0;106.857;463.0;10.0;3.429;49383.494;670.17;269.22;1166.5;25.194;8.638;01.sty;;;;;;;;;;;;;;;;;;;;;;;1702.0;;;;;4288.0;429.0;0.108;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;14.09.2021;19601.0;0.0;80.857;463.0;0.0;1.429;49383.494;0.0;203.715;1166.5;0.0;3.599;1.0;;;;;;;;;;;;;;;;;;;;;;;1630.0;;;;;4107.0;429.0;0.108;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;15.09.2021;19795.0;194.0;108.571;469.0;6.0;2.286;49872.265;488.771;273.539;1181.616;15.117;5.759;1.0;;;;;;;;;;;;;;;;;;;;;;;1557.0;;;;;3923.0;429.0;0.108;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;16.09.2021;19795.0;0.0;93.714;469.0;0.0;2.286;49872.265;0.0;236.107;1181.616;0.0;5.759;0.99;;;;;;;;;;;;;;;;;;;;;;;1485.0;;;;;3741.0;429.0;0.108;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;17.09.2021;20030.0;235.0;107.857;504.0;35.0;7.286;50464.332;592.068;271.739;1269.796;88.18;18.356;0.99;;;;;;;;;;;;;;;;;;;;;;;1413.0;;;;;3560.0;429.0;0.108;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;18.09.2021;20030.0;0.0;99.286;504.0;0.0;7.286;50464.332;0.0;250.144;1269.796;0.0;18.356;0.98;;;;;;;;;;;;;;;;;;184431.0;;;;;1413.0;46.47;;;;3560.0;429.0;0.108;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;19.09.2021;20030.0;0.0;99.286;504.0;0.0;7.286;50464.332;0.0;250.144;1269.796;0.0;18.356;0.97;;;;;;;;;;;;;;;;;;;;;;;1212.0;;;;;3054.0;429.0;0.108;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;20.09.2021;20215.0;185.0;87.714;510.0;6.0;6.714;50930.428;466.096;220.991;1284.913;15.117;16.916;0.96;;;;;;;;;;;;;;;;;;;;;;;1010.0;;;;;2545.0;429.0;0.108;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;21.09.2021;20288.0;73.0;98.143;512.0;2.0;7.0;51114.347;183.919;247.265;1289.952;5.039;17.636;0.96;;;;;;;;;;142910.0;360.053;;;;;;tests performed;;;;;;809.0;;;;;2038.0;429.0;0.108;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;22.09.2021;20288.0;0.0;70.429;512.0;0.0;6.143;51114.347;0.0;177.44;1289.952;0.0;15.477;0.95;;;;;;;;;329.0;143239.0;360.882;0.829;;;;;tests performed;;;;;;608.0;;;;;1532.0;429.0;0.108;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;23.09.2021;20288.0;0.0;70.429;512.0;0.0;6.143;51114.347;0.0;177.44;1289.952;0.0;15.477;0.95;;;;;;;;;530.0;143769.0;362.217;1.335;;;;;tests performed;;;;;;407.0;;;;;1025.0;429.0;0.108;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;24.09.2021;20603.0;315.0;81.857;522.0;10.0;2.571;51907.97;793.623;206.234;1315.146;25.194;6.479;0.95;;;;;;;;;594.0;144363.0;363.714;1.497;;;;;tests performed;184461.0;114333.0;70128.0;;;206.0;46.47;28.81;17.67;;519.0;429.0;0.108;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;25.09.2021;20603.0;0.0;81.857;522.0;0.0;2.571;51907.97;0.0;206.234;1315.146;0.0;6.479;0.94;;;;;;;;;407.0;144770.0;364.739;1.025;;;;;tests performed;;;;;;480.0;;;;;1209.0;569.0;0.143;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;26.09.2021;20603.0;0.0;81.857;522.0;0.0;2.571;51907.97;0.0;206.234;1315.146;0.0;6.479;0.93;;;;;;;;;272.0;145042.0;365.424;0.685;;;;;tests performed;;;;;;956.0;;;;;2409.0;709.0;0.179;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;27.09.2021;20775.0;172.0;80.0;523.0;1.0;1.857;52341.313;433.343;201.555;1317.666;2.519;4.679;0.91;;;;;;;;;;;;;;;;;tests performed;;;;;;1431.0;;;;;3605.0;850.0;0.214;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;28.09.2021;20842.0;67.0;79.143;523.0;0.0;1.571;52510.116;168.802;199.395;1317.666;0.0;3.959;0.9;;;;;;;;;;;;;437.0;1.101;0.1811;05.maj;tests performed;;;;;;1906.0;;;;;4802.0;990.0;0.249;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;29.09.2021;20984.0;142.0;99.429;531.0;8.0;2.714;52867.876;357.76;250.504;1337.821;20.155;6.838;0.89;;;;;;;;;;;;;456.0;1.149;0.218;04.cze;tests performed;;;;;;2381.0;;;;;5999.0;1130.0;0.285;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;30.09.2021;20984.0;0.0;99.429;531.0;0.0;2.714;52867.876;0.0;250.504;1337.821;0.0;6.838;0.88;;;;;;;;;;;;;447.0;1.126;0.2224;04.maj;tests performed;;;;;;2857.0;;;;;7198.0;1270.0;0.32;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;01.10.2021;21114.0;130.0;73.0;533.0;2.0;1.571;53195.403;327.527;183.919;1342.86;5.039;3.959;0.87;;;;;;;;;;147362.0;371.269;;428.0;1.078;0.1706;05.wrz;tests performed;207784.0;124207.0;88265.0;;;3332.0;52.35;31.29;22.24;;8395.0;1411.0;0.355;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;02.10.2021;21114.0;0.0;73.0;533.0;0.0;1.571;53195.403;0.0;183.919;1342.86;0.0;3.959;0.85;;;;;;;;;271.0;147633.0;371.952;0.683;409.0;01.mar;0.1785;05.cze;tests performed;;;;;;3198.0;;;;;8057.0;1309.0;0.33;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;03.10.2021;21114.0;0.0;73.0;533.0;0.0;1.571;53195.403;0.0;183.919;1342.86;0.0;3.959;0.84;;;;;;;;;;;;;421.0;1.061;0.1734;05.sie;tests performed;;;;;;3063.0;;;;;7717.0;1208.0;0.304;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;04.10.2021;21312.0;198.0;76.714;557.0;24.0;4.857;53694.251;498.849;193.277;1403.327;60.466;12.237;0.83;;;;;;;;;;;;;405.0;01.lut;0.1894;05.mar;tests performed;;;;;;2929.0;;;;;7379.0;1107.0;0.279;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;05.10.2021;21312.0;0.0;67.143;557.0;0.0;4.857;53694.251;0.0;169.162;1403.327;0.0;12.237;0.81;;;;;;;;;;;;;390.0;0.983;0.1722;05.sie;tests performed;;;;;;2795.0;;;;;7042.0;1006.0;0.253;52.31;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;06.10.2021;21458.0;146.0;67.714;582.0;25.0;7.286;54062.089;367.838;170.602;1466.313;62.986;18.356;0.8;;;;;;;;;;;;;374.0;0.942;0.1811;05.maj;tests performed;;;;;;2661.0;;;;;6704.0;904.0;0.228;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;07.10.2021;21518.0;60.0;76.286;586.0;4.0;7.857;54213.255;151.166;192.197;1476.39;10.078;19.796;0.78;;;;;;;;;;;;;358.0;0.902;0.2131;04.lip;tests performed;;;;;;2527.0;;;;;6367.0;803.0;0.202;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;08.10.2021;21580.0;62.0;66.571;590.0;4.0;8.143;54369.46;156.205;167.723;1486.468;10.078;20.515;0.76;;;;;;;;;;;;;343.0;0.864;0.1941;05.lut;tests performed;224531.0;129121.0;100098.0;;;2392.0;56.57;32.53;25.22;;6026.0;702.0;0.177;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;09.10.2021;21580.0;0.0;66.571;590.0;0.0;8.143;54369.46;0.0;167.723;1486.468;0.0;20.515;0.74;;;;;;;;;;;;;355.0;0.894;0.1875;05.mar;tests performed;;;;;;2334.0;;;;;5880.0;623.0;0.157;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;10.10.2021;21580.0;0.0;66.571;590.0;0.0;8.143;54369.46;0.0;167.723;1486.468;0.0;20.515;0.73;;;;;;;;;;;;;355.0;0.894;0.1875;05.mar;tests performed;;;;;;2276.0;;;;;5734.0;544.0;0.137;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;11.10.2021;21580.0;0.0;38.286;590.0;0.0;4.714;54369.46;0.0;96.458;1486.468;0.0;11.877;0.71;;;;;;;;;;;;;355.0;0.894;0.1078;09.mar;tests performed;;;;;;2218.0;;;;;5588.0;465.0;0.117;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;12.10.2021;21580.0;0.0;38.286;590.0;0.0;4.714;54369.46;0.0;96.458;1486.468;0.0;11.877;0.7;;;;;;;;;;;;;355.0;0.894;0.1078;09.mar;tests performed;;;;;;2160.0;;;;;5442.0;386.0;0.097;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;13.10.2021;21580.0;0.0;17.429;590.0;0.0;1.143;54369.46;0.0;43.91;1486.468;0.0;2.879;0.69;;;;;;;;;;;;;355.0;0.894;0.0491;20.kwi;tests performed;;;;;;2102.0;;;;;5296.0;307.0;0.077;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;14.10.2021;21580.0;0.0;8.857;590.0;0.0;0.571;54369.46;0.0;22.315;1486.468;0.0;sty.44;0.69;;;;;;;;;;;;;355.0;0.894;0.0249;40.1;tests performed;;;;;;2044.0;;;;;5150.0;228.0;0.057;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;15.10.2021;21580.0;0.0;0.0;590.0;0.0;0.0;54369.46;0.0;0.0;1486.468;0.0;0.0;0.69;;;;;;;;;;;;;355.0;0.894;0.0;;tests performed;238432.0;;110710.0;;;1986.0;60.07;;27.89;;5004.0;149.0;0.038;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;16.10.2021;21580.0;0.0;0.0;590.0;0.0;0.0;54369.46;0.0;0.0;1486.468;0.0;0.0;0.7;;;;;;;;;;;;;355.0;0.894;0.0;;tests performed;;;;;;1820.0;;;;;4585.0;149.0;0.038;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;17.10.2021;21580.0;0.0;0.0;590.0;0.0;0.0;54369.46;0.0;0.0;1486.468;0.0;0.0;0.7;;;;;;;;;;;;;355.0;0.894;0.0;;tests performed;;;;;;1655.0;;;;;4170.0;149.0;0.038;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;18.10.2021;21978.0;398.0;56.857;626.0;36.0;5.143;55372.196;1002.736;143.248;1577.168;90.7;12.957;0.71;;;;;;;;;;;;;355.0;0.894;0.1602;06.lut;tests performed;;;;;;1489.0;;;;;3751.0;149.0;0.038;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;19.10.2021;22048.0;70.0;66.857;626.0;0.0;5.143;55548.557;176.361;168.442;1577.168;0.0;12.957;0.71;;;;;;;;;;;;;355.0;0.894;0.1883;05.mar;tests performed;;;;;;1324.0;;;;;3336.0;149.0;0.038;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;20.10.2021;22092.0;44.0;73.143;626.0;0.0;5.143;55659.412;110.855;184.279;1577.168;0.0;12.957;0.71;;;;;;;;;;;;;355.0;0.894;0.206;04.wrz;tests performed;;;;;;1158.0;;;;;2918.0;149.0;0.038;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;21.10.2021;22154.0;62.0;82.0;630.0;4.0;5.714;55815.617;156.205;206.594;1587.246;10.078;14.397;0.72;;;;;;;;;;;;;355.0;0.894;0.231;04.mar;tests performed;;;;;;993.0;;;;;2502.0;149.0;0.038;49.54;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;22.10.2021;22179.0;25.0;85.571;642.0;12.0;7.429;55878.603;62.986;215.592;1617.479;30.233;18.716;0.72;;;;;;;;;;154726.0;389.822;;355.0;0.894;0.241;04.sty;tests performed;244223.0;;114612.0;;;827.0;61.53;;28.88;;2084.0;149.0;0.038;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;23.10.2021;22179.0;0.0;85.571;642.0;0.0;7.429;55878.603;0.0;215.592;1617.479;0.0;18.716;0.73;;;;;;;;;;;;;348.0;0.877;0.2459;04.sty;tests performed;;;;;;931.0;;;;;2346.0;149.0;0.038;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;24.10.2021;22179.0;0.0;85.571;642.0;0.0;7.429;55878.603;0.0;215.592;1617.479;0.0;18.716;0.73;;;;;;;;;;;;;341.0;0.859;0.2509;4.0;tests performed;;;;;;1034.0;;;;;2605.0;149.0;0.038;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;25.10.2021;22259.0;80.0;40.143;642.0;0.0;2.286;56080.158;201.555;101.137;1617.479;0.0;5.759;0.74;;;;;;;;;;155645.0;392.138;;334.0;0.841;0.1202;08.mar;tests performed;;;;;;1138.0;;;;;2867.0;149.0;0.038;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;26.10.2021;22259.0;0.0;30.143;642.0;0.0;2.286;56080.158;0.0;75.943;1617.479;0.0;5.759;0.74;;;;;;;;;;;;;326.0;0.821;0.0925;10.sie;tests performed;;;;;;1241.0;;;;;3127.0;149.0;0.038;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;27.10.2021;22259.0;0.0;23.857;642.0;0.0;2.286;56080.158;0.0;60.107;1617.479;0.0;5.759;0.75;;;;;;;;;;;;;319.0;0.804;0.0748;13.kwi;tests performed;;;;;;1345.0;;;;;3389.0;149.0;0.038;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;28.10.2021;22351.0;92.0;28.143;643.0;1.0;1.857;56311.947;231.788;70.904;1619.998;2.519;4.679;0.76;;;;;;;;;;156547.0;394.41;;311.0;0.784;0.0905;11.sty;tests performed;;;;;;1448.0;;;;;3648.0;149.0;0.038;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;29.10.2021;22351.0;0.0;24.571;643.0;0.0;0.143;56311.947;0.0;61.906;1619.998;0.0;0.36;0.77;;;;;;;;;571.0;157118.0;395.849;1.439;342.0;0.862;0.0718;13.wrz;tests performed;255085.0;132240.0;122845.0;;;1552.0;64.27;33.32;30.95;;3910.0;149.0;0.038;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;30.10.2021;22351.0;0.0;24.571;643.0;0.0;0.143;56311.947;0.0;61.906;1619.998;0.0;0.36;0.78;;;;;;;;;;;;;339.0;0.854;0.0725;13.sie;tests performed;;;;;;1508.0;;;;;3799.0;362.0;0.091;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;31.10.2021;22351.0;0.0;24.571;643.0;0.0;0.143;56311.947;0.0;61.906;1619.998;0.0;0.36;0.79;;;;;;;;;;;;;336.0;0.847;0.0731;13.lip;tests performed;;;;;;1464.0;;;;;3688.0;575.0;0.145;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;01.11.2021;22407.0;56.0;21.143;643.0;0.0;0.143;56453.035;141.088;53.268;1619.998;0.0;0.36;0.8;;;;;;;;;;157976.0;398.011;;333.0;0.839;0.0635;15.lip;tests performed;;;;;;1420.0;;;;;3578.0;788.0;0.199;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;02.11.2021;22429.0;22.0;24.286;643.0;0.0;0.143;56508.463;55.428;61.186;1619.998;0.0;0.36;0.81;;;;;;;;;;;;;339.0;0.854;0.0716;14.0;tests performed;;;;;;1376.0;;;;;3467.0;1001.0;0.252;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;03.11.2021;22429.0;0.0;24.286;643.0;0.0;0.143;56508.463;0.0;61.186;1619.998;0.0;0.36;0.82;;;;;;;;;;158661.0;399.736;;345.0;0.869;0.0704;14.lut;tests performed;;;;;;1332.0;;;;;3356.0;1214.0;0.306;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;04.11.2021;22485.0;56.0;19.143;657.0;14.0;2.0;56649.551;141.088;48.229;1655.27;35.272;5.039;0.83;;;;;;;;;;;;;356.0;0.897;0.0538;18.cze;tests performed;;;;;;1288.0;;;;;3245.0;1428.0;0.36;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;05.11.2021;22485.0;0.0;19.143;657.0;0.0;2.0;56649.551;0.0;48.229;1655.27;0.0;5.039;0.84;;;;;;;;;;;;;329.0;0.829;0.0582;17.lut;tests performed;263795.0;143726.0;128242.0;;;1244.0;66.46;36.21;32.31;;3134.0;1641.0;0.413;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;06.11.2021;22485.0;0.0;19.143;657.0;0.0;2.0;56649.551;0.0;48.229;1655.27;0.0;5.039;0.85;;;;;;;;;;159796.0;402.596;;342.0;0.862;0.056;17.wrz;tests performed;;;;;;1176.0;;;;;2963.0;1463.0;0.369;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;07.11.2021;22485.0;0.0;19.143;657.0;0.0;2.0;56649.551;0.0;48.229;1655.27;0.0;5.039;0.87;;;;;;;;;;;;;359.0;0.904;0.0533;18.sie;tests performed;;;;;;1107.0;;;;;2789.0;1284.0;0.323;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;08.11.2021;22529.0;44.0;17.429;661.0;4.0;2.571;56760.407;110.855;43.91;1665.348;10.078;6.479;0.88;;;;;;;;;;;;;376.0;0.947;0.0464;21.cze;tests performed;;;;;;1039.0;;;;;2618.0;1106.0;0.279;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;09.11.2021;22592.0;63.0;23.286;661.0;0.0;2.571;56919.131;158.725;58.667;1665.348;0.0;6.479;0.89;;;;;;;;;;161010.0;405.655;;384.0;0.967;0.0606;16.maj;tests performed;;;;;;970.0;;;;;2444.0;928.0;0.234;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;10.11.2021;22544.0;-48.0;16.429;661.0;0.0;2.571;56798.198;-120.933;41.391;1665.348;0.0;6.479;0.9;;;;;;;;;314.0;161324.0;406.446;0.791;380.0;0.957;0.0432;23.sty;tests performed;;;;;;902.0;;;;;2273.0;750.0;0.189;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;11.11.2021;22552.0;8.0;9.571;665.0;4.0;1.143;56818.354;20.155;24.115;1675.426;10.078;2.879;0.9;;;;;;;;;330.0;161654.0;407.277;0.831;374.0;0.942;0.0256;39.1;tests performed;;;;;;833.0;;;;;2099.0;571.0;0.144;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
